"Category","Severity","RelativePath","LineNumber","Evidence","Recommendation"
"Raw SQL access inside API","HIGH","Backend\PlantProcess.Api\SignedLicensing\V5SignedLicensingEndpoints.cs","362","await using var cmd = connection.CreateCommand();","Move direct DB access behind Infrastructure/Application services or explicitly quarantine with validation."
"Raw SQL access inside API","HIGH","Backend\PlantProcess.Api\SignedLicensing\V5SignedLicensingEndpoints.cs","427","await using var cmd = connection.CreateCommand();","Move direct DB access behind Infrastructure/Application services or explicitly quarantine with validation."
"Raw SQL access inside API","HIGH","Backend\PlantProcess.Api\SignedLicensing\V5SignedLicensingEndpoints.cs","501","await using var cmd = connection.CreateCommand();","Move direct DB access behind Infrastructure/Application services or explicitly quarantine with validation."
"Raw SQL access inside API","HIGH","Backend\PlantProcess.Api\SignedLicensing\V5SignedLicensingEndpoints.cs","584","await using var cmd = connection.CreateCommand();","Move direct DB access behind Infrastructure/Application services or explicitly quarantine with validation."
"Raw SQL access inside API","HIGH","Backend\PlantProcess.Api\SignedLicensing\V5SignedLicensingEndpoints.cs","689","await using var cmd = connection.CreateCommand();","Move direct DB access behind Infrastructure/Application services or explicitly quarantine with validation."
"Raw SQL access inside API","HIGH","Backend\PlantProcess.Api\SignedLicensing\VerifiedEd25519LicenseService.cs","281","using (var tenantCmd = connection.CreateCommand())","Move direct DB access behind Infrastructure/Application services or explicitly quarantine with validation."
"Raw SQL access inside API","HIGH","Backend\PlantProcess.Api\SignedLicensing\VerifiedEd25519LicenseService.cs","288","using var cmd = connection.CreateCommand();","Move direct DB access behind Infrastructure/Application services or explicitly quarantine with validation."
"Raw SQL access inside API","HIGH","Backend\PlantProcess.Api\VisualMapper\V5VisualMapperEndpoints.cs","76","await using var cmd = connection.CreateCommand();","Move direct DB access behind Infrastructure/Application services or explicitly quarantine with validation."
"Raw SQL access inside API","HIGH","Backend\PlantProcess.Api\VisualMapper\V5VisualMapperEndpoints.cs","112","await using var cmd = connection.CreateCommand();","Move direct DB access behind Infrastructure/Application services or explicitly quarantine with validation."
"Raw SQL access inside API","HIGH","Backend\PlantProcess.Api\VisualMapper\V5VisualMapperEndpoints.cs","223","await using var cmd = connection.CreateCommand();","Move direct DB access behind Infrastructure/Application services or explicitly quarantine with validation."
"Raw SQL access inside API","HIGH","Backend\PlantProcess.Api\VisualMapper\V5VisualMapperEndpoints.cs","292","await using var cmd = connection.CreateCommand();","Move direct DB access behind Infrastructure/Application services or explicitly quarantine with validation."
"Raw SQL access inside API","HIGH","Backend\PlantProcess.Api\VisualMapper\V5VisualMapperEndpoints.cs","349","await using var cmd = connection.CreateCommand();","Move direct DB access behind Infrastructure/Application services or explicitly quarantine with validation."
"Raw SQL access inside API","HIGH","Backend\PlantProcess.Api\VisualMapper\V5VisualMapperEndpoints.cs","417","await using var cmd = connection.CreateCommand();","Move direct DB access behind Infrastructure/Application services or explicitly quarantine with validation."
"Raw SQL access inside API","HIGH","Backend\PlantProcess.Api\VisualMapper\V5VisualMapperEndpoints.cs","498","await using var cmd = connection.CreateCommand();","Move direct DB access behind Infrastructure/Application services or explicitly quarantine with validation."
"Raw SQL access inside API","HIGH","Backend\PlantProcess.Api\VisualMapper\V5VisualMapperEndpoints.cs","532","await using var update = connection.CreateCommand();","Move direct DB access behind Infrastructure/Application services or explicitly quarantine with validation."
"Raw SQL access inside API","HIGH","Backend\PlantProcess.Api\VisualMapper\V5VisualMapperEndpoints.cs","570","await using var cmd = connection.CreateCommand();","Move direct DB access behind Infrastructure/Application services or explicitly quarantine with validation."
"Raw SQL access inside API","HIGH","Backend\PlantProcess.Api\VisualMapper\V5VisualMapperEndpoints.cs","613","await using var cmd = connection.CreateCommand();","Move direct DB access behind Infrastructure/Application services or explicitly quarantine with validation."
"Raw SQL access inside API","HIGH","Backend\PlantProcess.Api\VisualMapper\V5VisualMapperEndpoints.cs","660","await using var cmd = connection.CreateCommand();","Move direct DB access behind Infrastructure/Application services or explicitly quarantine with validation."
"Raw SQL access inside API","HIGH","Backend\PlantProcess.Api\VisualMapper\V5VisualMapperEndpoints.cs","712","await using var cmd = connection.CreateCommand();","Move direct DB access behind Infrastructure/Application services or explicitly quarantine with validation."
"Allowlist provider touchpoint","INFO","Backend\PlantProcess.Application\Integration\Security\CanonicalTableAllowlist.cs","9","/// demo/source-specific tables (those are contributed at runtime by ITableAllowlistProvider).","Verify SafeSqlValidator uses tenant/config allowlist instead of hardcoded table lists."
"Allowlist provider touchpoint","INFO","Backend\PlantProcess.Application\Integration\Security\ITableAllowlistProvider.cs","14","public interface ITableAllowlistProvider","Verify SafeSqlValidator uses tenant/config allowlist instead of hardcoded table lists."
"Allowlist provider touchpoint","INFO","Backend\PlantProcess.Infrastructure\DependencyInjection.cs","119","services.AddScoped<PlantProcess.Application.Integration.Security.ITableAllowlistProvider, PlantProcess.Infrastructure.Integration.Security.NpgsqlTableAllowlistProvider>(); // PPIQ-T005","Verify SafeSqlValidator uses tenant/config allowlist instead of hardcoded table lists."
"Allowlist provider touchpoint","INFO","Backend\PlantProcess.Infrastructure\Integration\Security\NpgsqlTableAllowlistProvider.cs","17","public sealed class NpgsqlTableAllowlistProvider : ITableAllowlistProvider","Verify SafeSqlValidator uses tenant/config allowlist instead of hardcoded table lists."
"SQL validator touchpoint","INFO","Backend\PlantProcess.Analytics.Core\Kpi\KpiEngine.cs","32","public static class SafeSqlValidator","Verify all SQL-view/KPI/user-defined SQL flows route through one validator."
"SQL validator touchpoint","INFO","Backend\PlantProcess.Analytics.Core\Kpi\KpiEngine.cs","110","if (def.Kind == KpiKind.SqlView) { SafeSqlValidator.Validate(def.SqlView); formula = $""SQL:{def.SqlView}""; }","Verify all SQL-view/KPI/user-defined SQL flows route through one validator."
"SQL validator touchpoint","INFO","Backend\PlantProcess.Api\Analytics\KpiEvaluationService.cs","60","var safety = SafeSqlValidator.Validate(sql);","Verify all SQL-view/KPI/user-defined SQL flows route through one validator."
"SQL validator touchpoint","INFO","Backend\PlantProcess.Api\Endpoints\Admin\SchemaConfigurationEndpoints.cs","103","var safety = SafeSqlValidator.Validate(request.SqlText);","Verify all SQL-view/KPI/user-defined SQL flows route through one validator."
"SQL validator touchpoint","INFO","Backend\PlantProcess.Api\Endpoints\Admin\SchemaConfigurationEndpoints.cs","131","var safety = SafeSqlValidator.Validate(request.SqlText);","Verify all SQL-view/KPI/user-defined SQL flows route through one validator."
"SQL validator touchpoint","INFO","Backend\PlantProcess.Api\Endpoints\Admin\SchemaConfigurationEndpoints.cs","278","var safety = SafeSqlValidator.Validate(sqlText);","Verify all SQL-view/KPI/user-defined SQL flows route through one validator."
"SQL validator touchpoint","INFO","Backend\PlantProcess.Api\VisualMapper\V5VisualMapperEndpoints.cs","409","var validation = SafeSqlValidator.Validate(sql);","Verify all SQL-view/KPI/user-defined SQL flows route through one validator."
"SQL validator touchpoint","INFO","Backend\PlantProcess.Application\Dashboarding\Services\Widgets\WidgetScriptSqlCompiler.cs","14","/// dataset, validated by <see cref=""SafeSqlValidator""/>, with a clamped row-limit and a &lt;=30s","Verify all SQL-view/KPI/user-defined SQL flows route through one validator."
"SQL validator touchpoint","INFO","Backend\PlantProcess.Application\Dashboarding\Services\Widgets\WidgetScriptSqlCompiler.cs","16","/// emitted SQL is re-checked by SafeSqlValidator (table-approval is enforced by the runtime","Verify all SQL-view/KPI/user-defined SQL flows route through one validator."
"SQL validator touchpoint","INFO","Backend\PlantProcess.Application\Dashboarding\Services\Widgets\WidgetScriptSqlCompiler.cs","154","var safety = SafeSqlValidator.Validate(sql);","Verify all SQL-view/KPI/user-defined SQL flows route through one validator."
"SQL validator touchpoint","INFO","Backend\PlantProcess.Application\Dashboarding\Services\Widgets\WidgetScriptSqlCompiler.cs","158","""Compiled SQL failed SafeSqlValidator: "" + string.Join(""; "", fatal));","Verify all SQL-view/KPI/user-defined SQL flows route through one validator."
"SQL validator touchpoint","INFO","Backend\PlantProcess.Application\Integration\Security\SafeSqlValidator.cs","14","public static class SafeSqlValidator","Verify all SQL-view/KPI/user-defined SQL flows route through one validator."
"SQL validator touchpoint","INFO","Backend\PlantProcess.Infrastructure\Connectors\Common\ConnectorReadOnlySession.cs","15","/// engine - not only by SafeSqlValidator. SQL Server has no session read-only","Verify all SQL-view/KPI/user-defined SQL flows route through one validator."
"SQL validator touchpoint","INFO","Backend\tests\PlantProcess.Analytics.Core.Tests\P05_KpiEngineTests.cs","75","Assert.Throws<KpiFormulaException>(() => BasicSqlGuard.Validate(""DROP TABLE material_units;""));","Verify all SQL-view/KPI/user-defined SQL flows route through one validator."
"SQL validator touchpoint","INFO","Backend\tests\PlantProcess.Analytics.Core.Tests\P05_KpiEngineTests.cs","76","Assert.Throws<KpiFormulaException>(() => BasicSqlGuard.Validate(""SELECT * FROM x; DELETE FROM y""));","Verify all SQL-view/KPI/user-defined SQL flows route through one validator."
"SQL validator touchpoint","INFO","Backend\tests\PlantProcess.Analytics.Core.Tests\P05_KpiEngineTests.cs","77","var ex = Record.Exception(() => BasicSqlGuard.Validate(""SELECT good, total FROM canon.fpsy_view""));","Verify all SQL-view/KPI/user-defined SQL flows route through one validator."
"SQL validator touchpoint","INFO","Backend\tests\PlantProcess.Api.IntegrationTests\Mapping\MappingLifecycleProofTests.cs","73","// No SQL-level gate in this build -> rejection is enforced by the C# SafeSqlValidator (covered in P6-04).","Verify all SQL-view/KPI/user-defined SQL flows route through one validator."
"SQL validator touchpoint","INFO","Backend\tests\PlantProcess.Api.IntegrationTests\Security\SchemaConfigurationSafetyEndpointTests.cs","6","//   Prove SafeSqlValidator is not only unit-tested, but also wired","Verify all SQL-view/KPI/user-defined SQL flows route through one validator."
"SQL validator touchpoint","INFO","Backend\tests\PlantProcess.Application.UnitTests\Phase1_KpiSqlGuardTests.cs","6","public sealed class Phase1_KpiSqlGuardTests","Verify all SQL-view/KPI/user-defined SQL flows route through one validator."
"SQL validator touchpoint","INFO","Backend\tests\PlantProcess.Application.UnitTests\Phase1_KpiSqlGuardTests.cs","15","SafeSqlValidator.Validate(sql);","Verify all SQL-view/KPI/user-defined SQL flows route through one validator."
"SQL validator touchpoint","INFO","Backend\tests\PlantProcess.Application.UnitTests\Phase1_KpiSqlGuardTests.cs","27","Assert.Throws<KpiFormulaException>(() => SafeSqlValidator.Validate(sql));","Verify all SQL-view/KPI/user-defined SQL flows route through one validator."
"SQL validator touchpoint","INFO","Backend\tests\PlantProcess.Application.UnitTests\Phase1_SafeSqlValidatorCorpusTests.cs","11","public class Phase1_SafeSqlValidatorCorpusTests","Verify all SQL-view/KPI/user-defined SQL flows route through one validator."
"SQL validator touchpoint","INFO","Backend\tests\PlantProcess.Application.UnitTests\Phase1_SafeSqlValidatorCorpusTests.cs","27","[Theory] public void Legit_selects_pass(string sql) => Assert.True(IsValid(SafeSqlValidator.Validate(sql)));","Verify all SQL-view/KPI/user-defined SQL flows route through one validator."
"SQL validator touchpoint","INFO","Backend\tests\PlantProcess.Application.UnitTests\Phase1_SafeSqlValidatorCorpusTests.cs","48","[Theory] public void Malicious_or_unknown_fails(string sql) => Assert.False(IsValid(SafeSqlValidator.Validate(sql)));","Verify all SQL-view/KPI/user-defined SQL flows route through one validator."
"SQL validator touchpoint","INFO","Backend\tests\PlantProcess.Application.UnitTests\Security\SafeSqlPolicyTests.cs","3","// Task:    BE-FIX-002 (SafeSqlValidator hardening) â€” tests","Verify all SQL-view/KPI/user-defined SQL flows route through one validator."
"SQL validator touchpoint","INFO","Backend\tests\PlantProcess.Application.UnitTests\Security\SafeSqlPolicyTests.cs","33","var result = SafeSqlValidator.Validate(sql);","Verify all SQL-view/KPI/user-defined SQL flows route through one validator."
"SQL validator touchpoint","INFO","Backend\tests\PlantProcess.Application.UnitTests\Security\SafeSqlPolicyTests.cs","48","var result = SafeSqlValidator.Validate(sql);","Verify all SQL-view/KPI/user-defined SQL flows route through one validator."
"SQL validator touchpoint","INFO","Backend\tests\PlantProcess.Application.UnitTests\Security\SafeSqlPolicyTests.cs","63","var result = SafeSqlValidator.Validate(sql);","Verify all SQL-view/KPI/user-defined SQL flows route through one validator."
"SQL validator touchpoint","INFO","Backend\tests\PlantProcess.Application.UnitTests\Security\SafeSqlPolicyTests.cs","80","var result = SafeSqlValidator.Validate(sql);","Verify all SQL-view/KPI/user-defined SQL flows route through one validator."
"SQL validator touchpoint","INFO","Backend\tests\PlantProcess.Application.UnitTests\Security\SafeSqlPolicyTests.cs","100","var result = SafeSqlValidator.Validate(sql);","Verify all SQL-view/KPI/user-defined SQL flows route through one validator."
"SQL validator touchpoint","INFO","Backend\tests\PlantProcess.Application.UnitTests\Security\SafeSqlPolicyTests.cs","119","var result = SafeSqlValidator.Validate(sql);","Verify all SQL-view/KPI/user-defined SQL flows route through one validator."
"SQL validator touchpoint","INFO","Backend\tests\PlantProcess.Application.UnitTests\Security\SafeSqlPolicyTests.cs","134","var result = SafeSqlValidator.Validate(sql);","Verify all SQL-view/KPI/user-defined SQL flows route through one validator."
"SQL validator touchpoint","INFO","Backend\tests\PlantProcess.Application.UnitTests\Security\SafeSqlPolicyTests.cs","147","var result = SafeSqlValidator.Validate(sql);","Verify all SQL-view/KPI/user-defined SQL flows route through one validator."
"SQL validator touchpoint","INFO","Backend\tests\PlantProcess.Application.UnitTests\Security\SafeSqlPolicyTests.cs","161","var result = SafeSqlValidator.Validate(sql);","Verify all SQL-view/KPI/user-defined SQL flows route through one validator."
"SQL validator touchpoint","INFO","Backend\tests\PlantProcess.Application.UnitTests\Security\SafeSqlPolicyTests.cs","173","var result = SafeSqlValidator.Validate(sql);","Verify all SQL-view/KPI/user-defined SQL flows route through one validator."
"SQL validator touchpoint","INFO","Backend\tests\PlantProcess.Application.UnitTests\Security\SafeSqlPolicyTests.cs","181","var result = SafeSqlValidator.Validate(sql);","Verify all SQL-view/KPI/user-defined SQL flows route through one validator."
"SQL validator touchpoint","INFO","Backend\tests\PlantProcess.Application.UnitTests\Security\SafeSqlPolicyTests.cs","194","var result = SafeSqlValidator.Validate(sql);","Verify all SQL-view/KPI/user-defined SQL flows route through one validator."
"SQL validator touchpoint","INFO","Backend\tests\PlantProcess.Application.UnitTests\Security\SafeSqlValidatorPhase1Tests.cs","6","public sealed class SafeSqlValidatorPhase1Tests","Verify all SQL-view/KPI/user-defined SQL flows route through one validator."
"SQL validator touchpoint","INFO","Backend\tests\PlantProcess.Application.UnitTests\Security\SafeSqlValidatorPhase1Tests.cs","15","var result = SafeSqlValidator.Validate(sql);","Verify all SQL-view/KPI/user-defined SQL flows route through one validator."
"SQL validator touchpoint","INFO","Backend\tests\PlantProcess.Application.UnitTests\Security\SafeSqlValidatorPhase1Tests.cs","29","var result = SafeSqlValidator.Validate(sql);","Verify all SQL-view/KPI/user-defined SQL flows route through one validator."
"SQL validator touchpoint","INFO","Backend\tests\PlantProcess.Application.UnitTests\Security\SafeSqlValidatorPhase1Tests.cs","37","var result = SafeSqlValidator.Validate(","Verify all SQL-view/KPI/user-defined SQL flows route through one validator."
"Tenant/RLS/GUC touchpoint","INFO","Backend\database\database.apply-order.manifest.md","36","| 10_security_admin | 510 | SECURITY_ADMIN | ADMIN_ONLY | DBAOrOperator | HIGH | Backend\database\scripts\510_v5_p02_rls_tenant_isolation_and_secret_vault.sql | Never run in normal app migration flow |","Review for unified tenant GUC naming and EF path coverage."
"Tenant/RLS/GUC touchpoint","INFO","Backend\database\scripts\300_p01_p02_security_access_control_spine.sql","22","CREATE TABLE IF NOT EXISTS public.ppiq_tenants (","Review for unified tenant GUC naming and EF path coverage."
"Tenant/RLS/GUC touchpoint","INFO","Backend\database\scripts\300_p01_p02_security_access_control_spine.sql","30","CONSTRAINT ck_ppiq_tenants_license_tier","Review for unified tenant GUC naming and EF path coverage."
"Tenant/RLS/GUC touchpoint","INFO","Backend\database\scripts\300_p01_p02_security_access_control_spine.sql","34","CREATE UNIQUE INDEX IF NOT EXISTS ux_ppiq_tenants_tenant_code","Review for unified tenant GUC naming and EF path coverage."
"Tenant/RLS/GUC touchpoint","INFO","Backend\database\scripts\300_p01_p02_security_access_control_spine.sql","35","ON public.ppiq_tenants (lower(tenant_code));","Review for unified tenant GUC naming and EF path coverage."
"Tenant/RLS/GUC touchpoint","INFO","Backend\database\scripts\300_p01_p02_security_access_control_spine.sql","37","INSERT INTO public.ppiq_tenants (tenant_code, display_name, license_tier, is_active)","Review for unified tenant GUC naming and EF path coverage."
"Tenant/RLS/GUC touchpoint","INFO","Backend\database\scripts\300_p01_p02_security_access_control_spine.sql","41","FROM public.ppiq_tenants","Review for unified tenant GUC naming and EF path coverage."
"Tenant/RLS/GUC touchpoint","INFO","Backend\database\scripts\300_p01_p02_security_access_control_spine.sql","51","tenant_id uuid NOT NULL REFERENCES public.ppiq_tenants(id) ON DELETE RESTRICT,","Review for unified tenant GUC naming and EF path coverage."
"Tenant/RLS/GUC touchpoint","INFO","Backend\database\scripts\300_p01_p02_security_access_control_spine.sql","108","tenant_id uuid NOT NULL REFERENCES public.ppiq_tenants(id) ON DELETE CASCADE,","Review for unified tenant GUC naming and EF path coverage."
"Tenant/RLS/GUC touchpoint","INFO","Backend\database\scripts\300_p01_p02_security_access_control_spine.sql","324","FROM public.ppiq_tenants t","Review for unified tenant GUC naming and EF path coverage."
"Tenant/RLS/GUC touchpoint","INFO","Backend\database\scripts\300_p01_p02_security_access_control_spine.sql","344","JOIN public.ppiq_tenants t","Review for unified tenant GUC naming and EF path coverage."
"Tenant/RLS/GUC touchpoint","INFO","Backend\database\scripts\301_p01_p02_authstore_compatibility_bridge.sql","12","--     ppiq_tenants","Review for unified tenant GUC naming and EF path coverage."
"Tenant/RLS/GUC touchpoint","INFO","Backend\database\scripts\310_p03_p04_mapping_genealogy_foundation.sql","41","IF to_regclass('public.ppiq_tenants') IS NULL THEN","Review for unified tenant GUC naming and EF path coverage."
"Tenant/RLS/GUC touchpoint","INFO","Backend\database\scripts\310_p03_p04_mapping_genealogy_foundation.sql","42","RAISE EXCEPTION 'P03/P04 Completion Pack A requires public.ppiq_tenants. Apply P01/P02 first.';","Review for unified tenant GUC naming and EF path coverage."
"Tenant/RLS/GUC touchpoint","INFO","Backend\database\scripts\310_p03_p04_mapping_genealogy_foundation.sql","373","FROM public.ppiq_tenants","Review for unified tenant GUC naming and EF path coverage."
"Tenant/RLS/GUC touchpoint","INFO","Backend\database\scripts\310_p03_p04_mapping_genealogy_foundation.sql","813","JOIN public.ppiq_tenants t ON t.id = m.tenant_id","Review for unified tenant GUC naming and EF path coverage."
"Tenant/RLS/GUC touchpoint","INFO","Backend\database\scripts\310_p03_p04_mapping_genealogy_foundation.sql","832","JOIN public.ppiq_tenants t ON t.id = d.tenant_id","Review for unified tenant GUC naming and EF path coverage."
"Tenant/RLS/GUC touchpoint","INFO","Backend\database\scripts\312_p03_p04_completion_pack_a.sql","22","IF to_regclass('public.ppiq_tenants') IS NULL THEN","Review for unified tenant GUC naming and EF path coverage."
"Tenant/RLS/GUC touchpoint","INFO","Backend\database\scripts\312_p03_p04_completion_pack_a.sql","23","RAISE EXCEPTION 'Missing public.ppiq_tenants. Apply P01/P02 first.';","Review for unified tenant GUC naming and EF path coverage."
"Tenant/RLS/GUC touchpoint","INFO","Backend\database\scripts\312_p03_p04_completion_pack_a.sql","330","FROM public.ppiq_tenants","Review for unified tenant GUC naming and EF path coverage."
"Tenant/RLS/GUC touchpoint","INFO","Backend\database\scripts\312_p03_p04_completion_pack_a.sql","646","JOIN public.ppiq_tenants t ON t.id = d.tenant_id","Review for unified tenant GUC naming and EF path coverage."
"Tenant/RLS/GUC touchpoint","INFO","Backend\database\scripts\313_p03_p04_completion_pack_a_hotfix.sql","121","FROM public.ppiq_tenants pt","Review for unified tenant GUC naming and EF path coverage."
"Tenant/RLS/GUC touchpoint","INFO","Backend\database\scripts\400_phase4_demo_costs_DEMO_ONLY.sql","18","FROM public.ppiq_tenants t","Review for unified tenant GUC naming and EF path coverage."
"Tenant/RLS/GUC touchpoint","INFO","Backend\database\scripts\510_v5_p02_rls_tenant_isolation_and_secret_vault.sql","9","--   database role is not BYPASSRLS and FORCE RLS is enabled on tenant tables.","Review for unified tenant GUC naming and EF path coverage."
"Tenant/RLS/GUC touchpoint","INFO","Backend\database\scripts\510_v5_p02_rls_tenant_isolation_and_secret_vault.sql","13","--   2) RLS policies for uuid tenant_id application tables","Review for unified tenant GUC naming and EF path coverage."
"Tenant/RLS/GUC touchpoint","INFO","Backend\database\scripts\510_v5_p02_rls_tenant_isolation_and_secret_vault.sql","34","SELECT NULLIF(current_setting('app.current_tenant', true), '')::uuid;","Review for unified tenant GUC naming and EF path coverage."
"Tenant/RLS/GUC touchpoint","INFO","Backend\database\scripts\510_v5_p02_rls_tenant_isolation_and_secret_vault.sql","38","'Doctrine v5 P02: session tenant resolved from app.current_tenant GUC for RLS policies.';","Review for unified tenant GUC naming and EF path coverage."
"Tenant/RLS/GUC touchpoint","INFO","Backend\database\scripts\510_v5_p02_rls_tenant_isolation_and_secret_vault.sql","41","-- 2) Apply RLS to tenant-scoped application tables","Review for unified tenant GUC naming and EF path coverage."
"Tenant/RLS/GUC touchpoint","INFO","Backend\database\scripts\510_v5_p02_rls_tenant_isolation_and_secret_vault.sql","65","'ppiq_tenants',","Review for unified tenant GUC naming and EF path coverage."
"Tenant/RLS/GUC touchpoint","INFO","Backend\database\scripts\510_v5_p02_rls_tenant_isolation_and_secret_vault.sql","74","policy_name := 'ppiq_tenant_isolation_' || r.table_name;","Review for unified tenant GUC naming and EF path coverage."
"Tenant/RLS/GUC touchpoint","INFO","Backend\database\scripts\510_v5_p02_rls_tenant_isolation_and_secret_vault.sql","131","k := current_setting('app.ppiq_secret_key', true);","Review for unified tenant GUC naming and EF path coverage."
"Tenant/RLS/GUC touchpoint","INFO","Backend\database\scripts\510_v5_p02_rls_tenant_isolation_and_secret_vault.sql","147","k := current_setting('app.ppiq_secret_key', true);","Review for unified tenant GUC naming and EF path coverage."
"Tenant/RLS/GUC touchpoint","INFO","Backend\database\scripts\510_v5_p02_rls_tenant_isolation_and_secret_vault.sql","226","CREATE OR REPLACE VIEW public.ppiq_v5_rls_status AS","Review for unified tenant GUC naming and EF path coverage."
"Tenant/RLS/GUC touchpoint","INFO","Backend\database\scripts\510_v5_p02_rls_tenant_isolation_and_secret_vault.sql","230","c.relrowsecurity AS rls_enabled,","Review for unified tenant GUC naming and EF path coverage."
"Tenant/RLS/GUC touchpoint","INFO","Backend\database\scripts\510_v5_p02_rls_tenant_isolation_and_secret_vault.sql","231","c.relforcerowsecurity AS rls_forced,","Review for unified tenant GUC naming and EF path coverage."
"Tenant/RLS/GUC touchpoint","INFO","Backend\database\scripts\510_v5_p02_rls_tenant_isolation_and_secret_vault.sql","236","AND p.polname = 'ppiq_tenant_isolation_' || c.relname","Review for unified tenant GUC naming and EF path coverage."
"Tenant/RLS/GUC touchpoint","INFO","Backend\database\scripts\510_v5_p02_rls_tenant_isolation_and_secret_vault.sql","251","'ppiq_tenants',","Review for unified tenant GUC naming and EF path coverage."
"Tenant/RLS/GUC touchpoint","INFO","Backend\database\scripts\510_v5_p02_rls_tenant_isolation_and_secret_vault.sql","263","r.rolbypassrls AS has_bypassrls,","Review for unified tenant GUC naming and EF path coverage."
"Tenant/RLS/GUC touchpoint","INFO","Backend\database\scripts\510_v5_p02_rls_tenant_isolation_and_secret_vault.sql","269","CREATE OR REPLACE FUNCTION public.ppiq_v5_rls_acceptance()","Review for unified tenant GUC naming and EF path coverage."
"Tenant/RLS/GUC touchpoint","INFO","Backend\database\scripts\510_v5_p02_rls_tenant_isolation_and_secret_vault.sql","279","'RLS policies installed',","Review for unified tenant GUC naming and EF path coverage."
"Tenant/RLS/GUC touchpoint","INFO","Backend\database\scripts\510_v5_p02_rls_tenant_isolation_and_secret_vault.sql","281","SELECT 1 FROM public.ppiq_v5_rls_status","Review for unified tenant GUC naming and EF path coverage."
"Tenant/RLS/GUC touchpoint","INFO","Backend\database\scripts\510_v5_p02_rls_tenant_isolation_and_secret_vault.sql","282","WHERE NOT (rls_enabled AND rls_forced AND has_ppiq_policy)","Review for unified tenant GUC naming and EF path coverage."
"Tenant/RLS/GUC touchpoint","INFO","Backend\database\scripts\510_v5_p02_rls_tenant_isolation_and_secret_vault.sql","286","FROM public.ppiq_v5_rls_status","Review for unified tenant GUC naming and EF path coverage."
"Tenant/RLS/GUC touchpoint","INFO","Backend\database\scripts\510_v5_p02_rls_tenant_isolation_and_secret_vault.sql","287","WHERE NOT (rls_enabled AND rls_forced AND has_ppiq_policy)),","Review for unified tenant GUC naming and EF path coverage."
"Tenant/RLS/GUC touchpoint","INFO","Backend\database\scripts\510_v5_p02_rls_tenant_isolation_and_secret_vault.sql","288","'All uuid tenant_id application tables have RLS enabled, forced, and policy installed.'","Review for unified tenant GUC naming and EF path coverage."
"Tenant/RLS/GUC touchpoint","INFO","Backend\database\scripts\510_v5_p02_rls_tenant_isolation_and_secret_vault.sql","292","'Runtime role is RLS capable',","Review for unified tenant GUC naming and EF path coverage."
"Tenant/RLS/GUC touchpoint","INFO","Backend\database\scripts\510_v5_p02_rls_tenant_isolation_and_secret_vault.sql","296","WHERE has_bypassrls = false","Review for unified tenant GUC naming and EF path coverage."
"Tenant/RLS/GUC touchpoint","INFO","Backend\database\scripts\510_v5_p02_rls_tenant_isolation_and_secret_vault.sql","300","(SELECT 'runtime_role=' || runtime_role || ', bypassrls=' || has_bypassrls || ', superuser=' || is_superuser","Review for unified tenant GUC naming and EF path coverage."
"Tenant/RLS/GUC touchpoint","INFO","Backend\database\scripts\510_v5_p02_rls_tenant_isolation_and_secret_vault.sql","320","SELECT * FROM public.ppiq_v5_rls_acceptance();","Review for unified tenant GUC naming and EF path coverage."
"Tenant/RLS/GUC touchpoint","INFO","Backend\database\scripts\511_v5_p02_hotpath_explain_review.sql","5","-- Run manually after applying 510_v5_p02_rls_tenant_isolation_and_secret_vault.sql.","Review for unified tenant GUC naming and EF path coverage."
"Tenant/RLS/GUC touchpoint","INFO","Backend\database\scripts\511_v5_p02_hotpath_explain_review.sql","10","SELECT set_config('app.current_tenant', '00000000-0000-0000-0000-000000000001', false);","Review for unified tenant GUC naming and EF path coverage."
"Tenant/RLS/GUC touchpoint","INFO","Backend\database\scripts\530_v5_p04_assistant_model_gateway_boundary.sql","133","-- RLS policies if P02 is present.","Review for unified tenant GUC naming and EF path coverage."
"Tenant/RLS/GUC touchpoint","INFO","Backend\database\scripts\530_v5_p04_assistant_model_gateway_boundary.sql","162","p := 'ppiq_tenant_isolation_' || r.table_name;","Review for unified tenant GUC naming and EF path coverage."
"Tenant/RLS/GUC touchpoint","INFO","Backend\database\scripts\530_v5_p04_assistant_model_gateway_boundary.sql","179","SELECT set_config('app.current_tenant', '00000000-0000-0000-0000-000000000001', false);","Review for unified tenant GUC naming and EF path coverage."
"Tenant/RLS/GUC touchpoint","INFO","Backend\database\scripts\540_v5_p05_visual_mapper_foundation.sql","214","-- RLS if P02 helper exists.","Review for unified tenant GUC naming and EF path coverage."
"Tenant/RLS/GUC touchpoint","INFO","Backend\database\scripts\540_v5_p05_visual_mapper_foundation.sql","242","p := 'ppiq_tenant_isolation_' || t;","Review for unified tenant GUC naming and EF path coverage."
"Tenant/RLS/GUC touchpoint","INFO","Backend\database\scripts\540_v5_p05_visual_mapper_foundation.sql","255","-- Built-in templates are tenant-neutral; keep RLS off because tenant_id is nullable.","Review for unified tenant GUC naming and EF path coverage."
"Tenant/RLS/GUC touchpoint","INFO","Backend\database\scripts\560_v5_p07_plant_connector_breadth.sql","146","-- RLS if P02 exists.","Review for unified tenant GUC naming and EF path coverage."
